# Forestdale Creek (1049)
# California  SNOTEL Site - 8017 ft
# Daily Data for Period of Record
#
# (As of: Sun Jun 21 08:33:27 PDT 2015)
#  **Provisional data, subject to revision**
#
Date,Snow Water Equivalent (in),Precipitation Accumulation (in),Air Temperature Maximum (degF),Air Temperature Minimum (degF),Air Temperature Average (degF),Precipitation Increment (in)
2004-09-17,0.0,40.7,64,46,54,0.00
2004-09-18,0.0,40.7,46,36,43,0.30
2004-09-19,0.0,41.0,38,29,32,0.10
2004-09-20,0.1,41.1,44,24,33,0.00
2004-09-21,0.0,41.1,57,28,40,0.00
2004-09-22,0.0,41.1,68,35,49,0.00
2004-09-23,0.0,41.1,67,41,52,0.00
2004-09-24,0.0,41.1,70,42,54,0.00
2004-09-25,0.0,41.1,69,44,56,0.00
2004-09-26,0.0,41.1,69,45,55,0.00
2004-09-27,0.0,41.1,68,41,53,0.00
2004-09-28,0.0,41.1,62,42,51,0.20
2004-09-29,0.0,41.3,65,41,50,0.00
2004-09-30,0.0,41.3,60,38,47,0.00
2004-10-01,0.0,0.0,61,39,48,0.00
2004-10-02,0.0,0.0,63,40,47,0.00
2004-10-03,0.0,0.0,62,39,49,0.00
2004-10-04,0.0,0.0,63,42,49,0.00
2004-10-05,0.0,0.0,66,39,50,0.00
2004-10-06,0.0,0.0,66,41,52,0.00
2004-10-07,0.0,0.0,68,42,53,0.00
2004-10-08,0.0,0.0,64,44,53,0.00
2004-10-09,0.0,0.0,54,35,45,0.00
2004-10-10,0.0,0.0,50,29,38,0.00
2004-10-11,0.0,0.0,52,30,40,0.00
2004-10-12,0.0,0.0,60,34,46,0.00
2004-10-13,0.0,0.0,62,39,49,0.00
2004-10-14,0.0,0.0,70,40,52,0.00
2004-10-15,0.0,0.0,70,43,53,0.00
2004-10-16,0.0,0.0,60,39,49,0.00
2004-10-17,0.0,0.0,40,33,37,1.70
2004-10-18,1.3,1.7,36,29,33,0.60
2004-10-19,1.3,2.3,35,30,32,1.80
2004-10-20,3.7,4.1,38,17,28,1.40
2004-10-21,4.7,5.5,43,16,28,0.00
2004-10-22,4.7,5.5,51,26,35,0.00
2004-10-23,4.3,5.5,40,32,35,0.40
2004-10-24,4.8,5.9,42,29,35,0.10
2004-10-25,4.8,6.0,38,31,33,0.10
2004-10-26,4.8,6.1,31,21,27,2.20
2004-10-27,7.3,8.3,34,16,23,0.20
2004-10-28,7.3,8.5,30,16,25,0.00
2004-10-29,7.3,8.5,46,22,31,0.00
2004-10-30,7.3,8.5,47,24,36,0.00
2004-10-31,7.1,8.5,41,18,28,0.00
2004-11-01,7.0,8.5,46,18,30,0.00
2004-11-02,6.8,8.5,53,32,42,0.00
2004-11-03,6.8,8.5,39,28,32,0.50
2004-11-04,7.6,9.0,35,22,28,0.30
2004-11-05,7.9,9.3,42,21,31,0.00
2004-11-06,7.8,9.3,50,28,36,0.00
2004-11-07,7.7,9.3,51,30,38,0.00
2004-11-08,7.7,9.3,42,35,38,0.20
2004-11-09,7.6,9.5,53,32,42,0.00
2004-11-10,7.4,9.5,47,30,37,0.10
2004-11-11,7.4,9.6,38,30,32,0.40
2004-11-12,7.8,10.0,40,29,33,0.00
2004-11-13,7.8,10.0,39,27,32,0.00
2004-11-14,7.8,10.0,42,23,30,0.00
2004-11-15,7.8,10.0,50,30,39,0.00
2004-11-16,7.7,10.0,52,32,40,0.00
2004-11-17,7.7,10.0,52,31,38,0.00
2004-11-18,7.6,10.0,53,30,40,0.00
2004-11-19,7.6,10.0,38,25,31,0.00
2004-11-20,7.6,10.0,40,17,24,0.00
2004-11-21,7.6,10.0,29,15,20,0.00
2004-11-22,7.6,10.0,45,15,28,0.00
2004-11-23,7.6,10.0,42,23,30,0.00
2004-11-24,7.6,10.0,54,22,37,0.00
2004-11-25,7.6,10.0,45,28,37,0.40
2004-11-26,7.7,10.4,42,20,31,0.00
2004-11-27,7.9,10.4,33,13,24,2.00
2004-11-28,10.0,12.4,21,5,14,0.00
2004-11-29,10.0,12.4,35,2,17,0.00
2004-11-30,10.0,12.4,36,15,23,0.00
2004-12-01,10.0,12.4,24,16,20,0.00
2004-12-02,10.0,12.4,25,13,17,0.00
2004-12-03,10.0,12.4,39,8,21,0.00
2004-12-04,10.0,12.4,38,18,27,0.00
2004-12-05,10.0,12.4,35,12,23,0.00
2004-12-06,10.0,12.4,30,22,25,0.20
2004-12-07,10.3,12.6,30,26,28,2.00
2004-12-08,13.2,14.6,37,28,33,1.30
2004-12-09,14.9,15.9,52,32,38,0.10
2004-12-10,14.9,16.0,57,40,49,0.00
2004-12-11,14.9,16.0,57,42,49,0.00
2004-12-12,14.9,16.0,54,40,45,0.10
2004-12-13,14.9,16.1,51,40,43,0.00
2004-12-14,14.9,16.1,52,29,41,0.00
2004-12-15,14.9,16.1,49,24,32,0.00
2004-12-16,14.9,16.1,42,24,30,0.00
2004-12-17,14.9,16.1,59,27,38,0.00
2004-12-18,14.9,16.1,55,31,38,0.00
2004-12-19,14.9,16.1,55,35,43,0.00
2004-12-20,14.9,16.1,51,26,40,0.00
2004-12-21,14.9,16.1,41,18,28,0.00
2004-12-22,14.9,16.1,36,16,24,0.00
2004-12-23,14.9,16.1,35,14,24,0.00
2004-12-24,14.9,16.1,56,23,35,0.00
2004-12-25,14.9,16.1,44,33,38,0.00
2004-12-26,14.9,16.1,37,29,33,0.00
2004-12-27,14.9,16.1,36,28,31,0.60
2004-12-28,15.1,16.7,30,25,27,0.60
2004-12-29,16.1,17.3,28,21,24,0.80
2004-12-30,17.3,18.1,30,24,27,2.40
2004-12-31,20.6,20.5,30,18,22,1.50
2005-01-01,22.9,22.0,23,20,22,0.60
2005-01-02,23.4,22.6,24,17,21,0.10
2005-01-03,23.5,22.7,22,17,20,0.10
2005-01-04,23.6,22.8,29,19,22,0.10
2005-01-05,23.8,22.9,32,18,22,0.00
2005-01-06,23.8,22.9,31,12,22,0.10
2005-01-07,23.9,23.0,31,23,27,1.70
2005-01-08,25.9,24.7,27,22,25,2.60
2005-01-09,29.0,27.3,34,25,31,1.00
2005-01-10,30.2,28.3,32,27,30,0.80
2005-01-11,31.1,29.1,27,13,20,0.60
2005-01-12,31.8,29.7,37,11,22,0.30
2005-01-13,31.9,30.0,42,22,30,0.10
2005-01-14,32.0,30.1,49,27,35,0.50
2005-01-15,32.2,30.6,49,30,39,0.00
2005-01-16,32.3,30.6,49,30,38,0.00
2005-01-17,32.3,30.6,54,30,38,0.00
2005-01-18,32.3,30.6,54,35,42,0.10
2005-01-19,32.3,30.7,66,37,47,0.10
2005-01-20,32.3,30.8,55,33,44,0.00
2005-01-21,32.3,30.8,59,32,41,0.00
2005-01-22,32.3,30.8,59,33,42,0.00
2005-01-23,32.3,30.8,54,30,39,0.00
2005-01-24,32.3,30.8,48,30,38,0.00
2005-01-25,32.3,30.8,39,33,35,0.50
2005-01-26,32.8,31.3,38,26,32,0.40
2005-01-27,33.6,31.7,36,19,28,0.10
2005-01-28,33.6,31.8,29,14,24,0.50
2005-01-29,34.1,32.3,33,11,21,0.60
2005-01-30,34.2,32.9,38,14,25,0.00
2005-01-31,34.2,32.9,46,21,30,0.10
2005-02-01,34.2,33.0,42,22,29,0.20
2005-02-02,34.2,33.2,41,19,28,0.00
2005-02-03,34.2,33.2,46,22,32,0.00
2005-02-04,34.2,33.2,49,27,37,0.00
2005-02-05,34.2,33.2,48,26,35,0.00
2005-02-06,34.2,33.2,39,26,30,0.00
2005-02-07,34.2,33.2,36,25,28,0.10
2005-02-08,34.2,33.3,38,13,24,0.10
2005-02-09,34.2,33.4,47,15,28,0.10
2005-02-10,34.2,33.5,39,18,27,0.00
2005-02-11,34.2,33.5,39,27,32,0.40
2005-02-12,34.4,33.9,42,28,33,0.20
2005-02-13,34.4,34.1,41,31,35,0.00
2005-02-14,34.4,34.1,40,29,33,0.00
2005-02-15,34.4,34.1,34,27,30,0.40
2005-02-16,34.6,34.5,37,26,30,0.40
2005-02-17,34.8,34.9,35,25,28,0.00
2005-02-18,34.8,34.9,36,23,29,0.10
2005-02-19,34.9,35.0,40,24,31,0.50
2005-02-20,35.6,35.5,36,28,30,0.60
2005-02-21,36.6,36.1,36,29,31,0.30
2005-02-22,37.2,36.4,36,27,30,0.00
2005-02-23,37.2,36.4,37,27,30,0.00
2005-02-24,37.2,36.4,42,22,31,0.40
2005-02-25,37.2,36.8,42,20,30,0.30
